Date,Adj Close,Close,High,Low,Open,Volume
2019-01-02,20.67466736,20.67466736,21.00866699,19.92000008,20.40666771,174879000
2019-01-03,20.02400017,20.02400017,20.62666702,19.82533264,20.46666718,104478000
2019-01-04,21.17933273,21.17933273,21.20000076,20.18199921,20.39999962,110911500
2019-01-07,22.3306675,22.3306675,22.44933319,21.18333244,21.44799995,113268000
2019-01-08,22.35666656,22.35666656,22.93400002,21.80133247,22.79733276,105127500
2019-01-09,22.56866646,22.56866646,22.89999962,22.09799957,22.36666679,81493500
2019-01-10,22.99799919,22.99799919,23.02599907,22.11933327,22.29333305,90846000
2019-01-11,23.15066719,23.15066719,23.22733307,22.58466721,22.80599976,75586500
2019-01-14,22.29333305,22.29333305,22.83333206,22.26666641,22.82533264,78709500
2019-01-15,22.96199989,22.96199989,23.25333214,22.29999924,22.33333206,90849000
2019-01-16,23.06999969,23.06999969,23.46666718,22.89999962,22.98533249,70375500
2019-01-17,23.15399933,23.15399933,23.43333244,22.94333267,23.0806675,55150500
2019-01-18,20.15066719,20.15066719,21.80866623,19.98200035,21.53333282,362262000
2019-01-22,19.9279995,19.9279995,20.53333282,19.70000076,20.32133293,181000500
2019-01-23,19.17266655,19.17266655,19.63333321,18.77933311,19.5,187950000
2019-01-24,19.43400002,19.43400002,19.57866669,18.6186676,18.8686676,120183000
2019-01-25,19.80266762,19.80266762,19.90133286,19.30333328,19.62599945,108744000
2019-01-28,19.75866699,19.75866699,19.8306675,19.18333244,19.52733231,96349500
2019-01-29,19.8306675,19.8306675,19.90399933,19.4533329,19.68466759,69325500
2019-01-30,20.58466721,20.58466721,20.60000038,19.89933205,20.03000069,168754500
2019-01-31,20.46800041,20.46800041,20.77066612,19.60000038,20.06666756,188538000
2019-02-01,20.81399918,20.81399918,21.07333374,20.23333359,20.36133385,109251000
2019-02-04,20.85933304,20.85933304,21.02000046,20.12533379,20.86533356,110281500
2019-02-05,21.42333221,21.42333221,21.49600029,20.81666756,20.8326664,101142000
2019-02-06,21.14800072,21.14800072,21.61599922,21.04133224,21.30599976,75577500
2019-02-07,20.50066757,20.50066757,20.97999954,20.20000076,20.88666725,97809000
2019-02-08,20.38666725,20.38666725,20.49666786,19.89999962,20.45533371,87663000
2019-02-11,20.8560009,20.8560009,21.23999977,20.70000076,20.7733326,106945500
2019-02-12,20.78733253,20.78733253,21.21266747,20.64133263,21.07999992,82764000
2019-02-13,20.54466629,20.54466629,20.85000038,20.37133217,20.82333374,77124000
2019-02-14,20.25133324,20.25133324,20.45133209,20.06666756,20.22533226,78012000
2019-02-15,20.5253334,20.5253334,20.53333282,20.26000023,20.29999924,58573500
2019-02-19,20.37599945,20.37599945,20.76933289,20.36466789,20.43733215,62526000
2019-02-20,20.17066765,20.17066765,20.42000008,19.93333244,20.29400063,107131500
2019-02-21,19.41533279,19.41533279,20.2159996,19.36666679,20.1206665,133638000
2019-02-22,19.64733315,19.64733315,19.76666641,19.47333336,19.63266754,86109000
2019-02-25,19.91799927,19.91799927,20.19333267,19.79999924,19.86066628,99397500
2019-02-26,19.85733223,19.85733223,20.13400078,19.25133324,19.48133278,128737500
2019-02-27,20.98266792,20.98266792,21.08666611,20.03666687,20.1186676,167758500
2019-02-28,21.32533264,21.32533264,21.33333206,20.72066689,21.26133347,157810500
2019-03-01,19.65266609,19.65266609,20.47533226,19.45999908,20.46266747,343671000
2019-03-04,19.02400017,19.02400017,19.93333244,18.85199928,19.87466621,256452000
2019-03-05,18.43600082,18.43600082,18.93333244,18.00666618,18.79999924,281470500
2019-03-06,18.41600037,18.41600037,18.76733208,18.29266739,18.43199921,155032500
2019-03-07,18.43933296,18.43933296,18.97999954,18.28333282,18.58933258,141637500
2019-03-08,18.94266701,18.94266701,19.03933334,18.39266777,18.46066666,132294000
2019-03-11,19.39466667,19.39466667,19.41866684,18.70000076,18.90133286,110884500
2019-03-12,18.89066696,18.89066696,19.20466614,18.7373333,19.09933281,112561500
2019-03-13,19.26399994,19.26399994,19.4659996,18.84666634,18.92666626,102670500
2019-03-14,19.3306675,19.3306675,19.69266701,19.21933365,19.49666786,106551000
2019-03-15,18.36199951,18.36199951,18.91466713,18.29333305,18.90066719,221782500
2019-03-18,17.9659996,17.9659996,18.53666687,17.81999969,18.39999962,154215000
2019-03-19,17.83133316,17.83133316,18.21999931,17.56399918,17.83333206,177009000
2019-03-20,18.23999977,18.23999977,18.33133316,17.75333214,17.97933388,103623000
2019-03-21,18.26799965,18.26799965,18.43000031,17.89666748,18.17333221,89206500
2019-03-22,17.63533211,17.63533211,18.18666649,17.60000038,18.17200089,131184000
2019-03-25,17.36133385,17.36133385,17.54533386,16.9640007,17.31399918,153225000
2019-03-26,17.85133362,17.85133362,18.01733208,17.62866783,17.6293335,110263500
2019-03-27,18.3220005,18.3220005,18.3579998,17.87866783,17.91666794,131688000
2019-03-28,18.57466698,18.57466698,18.6886673,18.34000015,18.47733307,101611500
2019-03-29,18.65733337,18.65733337,18.67733383,18.29999924,18.57999992,89869500
2019-04-01,19.27866745,19.27866745,19.28000069,18.75200081,18.84133339,121656000
2019-04-02,19.05866623,19.05866623,19.29599953,18.92533302,19.21999931,82183500
2019-04-03,19.45400047,19.45400047,19.74466705,19.14466667,19.1546669,118791000
2019-04-04,17.85199928,17.85199928,18.07999992,17.37266731,17.45933342,355810500
2019-04-05,18.3306675,18.3306675,18.40666771,17.74066734,17.99066734,195574500
2019-04-08,18.21333313,18.21333313,18.74399948,18.02933311,18.5126667,156156000
2019-04-09,18.15399933,18.15399933,18.33333206,17.97400093,18.11000061,88560000
2019-04-10,18.40399933,18.40399933,18.55866623,18.19266701,18.44933319,105919500
2019-04-11,17.89466667,17.89466667,18.03333282,17.70666695,17.88666725,147538500
2019-04-12,17.84666634,17.84666634,18.12999916,17.78866768,18.01466751,101190000
2019-04-15,17.75866699,17.75866699,17.92533302,17.24200058,17.90866661,150579000
2019-04-16,18.22400093,18.22400093,18.33333206,17.64800072,17.71666718,109093500
2019-04-17,18.08200073,18.08200073,18.31933212,17.90266609,18.31666756,76897500
2019-04-18,18.21733284,18.21733284,18.32266617,17.98333359,18.08200073,88144500
2019-04-22,17.51666641,17.51666641,17.97866631,17.49866676,17.93333244,182206500
2019-04-23,17.59333229,17.59333229,17.70666695,17.04999924,17.34333229,164158500
2019-04-24,17.24399948,17.24399948,17.68799973,17.20000076,17.59000015,160912500
2019-04-25,16.50866699,16.50866699,17.26666641,16.4046669,17,327741000
2019-04-26,15.67599964,15.67599964,16.44533348,15.40866661,16.43333244,335410500
2019-04-29,16.09799957,16.09799957,16.26533318,15.47799969,15.72399998,250717500
2019-04-30,15.91266727,15.91266727,16.28066635,15.80000019,16.13733292,141969000
2019-05-01,15.600667,15.600667,16,15.4333334,15.92333317,160566000
2019-05-02,16.2733326,16.2733326,16.47533226,15.84799957,16.36800003,272389500
2019-05-03,17.00200081,17.00200081,17.10733223,16.23266792,16.25733376,355602000
2019-05-06,17.02266693,17.02266693,17.22333336,16.56666756,16.66799927,162508500
2019-05-07,16.47066689,16.47066689,17.14733315,16.34000015,17.12000084,151971000
2019-05-08,16.32266617,16.32266617,16.70666695,16.28000069,16.46266747,92646000
2019-05-09,16.13199997,16.13199997,16.24533272,15.79599953,16.13333321,100671000
2019-05-10,15.96800041,15.96800041,16.13266754,15.73466682,15.98333263,105124500
2019-05-13,15.13399982,15.13399982,15.49800014,14.96666718,15.46733284,162522000
2019-05-14,15.4873333,15.4873333,15.63333321,15.19999981,15.28666687,108786000
2019-05-15,15.46333313,15.46333313,15.49600029,15.01666737,15.28800011,109440000
2019-05-16,15.22200012,15.22200012,15.39999962,15.10000038,15.29933262,112249500
2019-05-17,14.06866741,14.06866741,14.81599998,13.92800045,14.79733276,266800500
2019-05-20,13.69066715,13.69066715,13.73333263,13.01666737,13.52000046,307893000
2019-05-21,13.67199993,13.67199993,13.82666683,13.06933308,13.18400002,270058500
2019-05-22,12.84866714,12.84866714,13.59599972,12.78533268,13.2733326,280278000
2019-05-23,13.03266716,13.03266716,13.29800034,12.41466713,12.95600033,398206500
2019-05-24,12.7086668,12.7086668,13.33199978,12.58333302,13.32199955,212049000
2019-05-28,12.57999992,12.57999992,13,12.5233326,12.74666691,154693500
2019-05-29,12.65733337,12.65733337,12.82600021,12.33600044,12.47333336,179529000
2019-05-30,12.54800034,12.54800034,12.81733322,12.46800041,12.58333302,118897500
2019-05-31,12.34399986,12.34399986,12.66133308,12.2733326,12.34000015,156100500
2019-06-03,11.93133259,11.93133259,12.44533253,11.79933262,12.36733341,195966000
2019-06-04,12.90666676,12.90666676,12.93200016,11.97399998,12.07333279,207112500
2019-06-05,13.10599995,13.10599995,13.41866684,12.78999996,13.24533272,202662000
2019-06-06,13.72999954,13.72999954,14.0666666,13.4533329,13.62933254,303633000
2019-06-07,13.63333321,13.63333321,14.05599976,13.5666666,13.66666698,240052500
2019-06-10,14.19200039,14.19200039,14.46266747,13.93400002,14.01666737,158775000
2019-06-11,14.47333336,14.47333336,14.7266674,14.23333263,14.60933304,174802500
2019-06-12,13.95066738,13.95066738,14.8920002,13.9333334,14.86333275,227962500
2019-06-13,14.26066685,14.26066685,14.32666683,13.83399963,14.0253334,122524500
2019-06-14,14.32800007,14.32800007,14.44333267,14.02666664,14.08333302,111501000
2019-06-17,15.00199986,15.00199986,15.13333321,14.28466702,14.3653326,184752000
2019-06-18,14.98266697,14.98266697,15.649333,14.83733273,15.24800014,190737000
2019-06-19,15.0953331,15.0953331,15.18466663,14.7373333,15.0073328,98626500
2019-06-20,14.64133263,14.64133263,15.12666702,14.42333317,14.86666679,177952500
2019-06-21,14.79066658,14.79066658,14.81200027,14.36666679,14.41466713,123031500
2019-06-24,14.90933323,14.90933323,15.05733299,14.73466682,14.88266659,86262000
2019-06-25,14.65066719,14.65066719,15.02266693,14.63266659,14.95933342,92731500
2019-06-26,14.61800003,14.61800003,15.14866734,14.53999996,14.68733311,127608000
2019-06-27,14.85599995,14.85599995,14.85999966,14.48999977,14.63000011,95095500
2019-06-28,14.89733315,14.89733315,15.01133347,14.72000027,14.73266697,102771000
2019-07-01,15.14466667,15.14466667,15.53999996,15.08533287,15.34733295,123201000
2019-07-02,14.97000027,14.97000027,15.27666664,14.81466675,15.25933266,138885000
2019-07-03,15.65999985,15.65999985,16.10466766,15.63399982,15.95933342,213016500
2019-07-05,15.53999996,15.53999996,15.69666672,15.38666725,15.63799953,105985500
2019-07-08,15.35599995,15.35599995,15.48333263,15.24400043,15.41600037,88207500
2019-07-09,15.33733273,15.33733273,15.39999962,15.15200043,15.26466656,92862000
2019-07-10,15.92800045,15.92800045,15.92933273,15.54266739,15.60999966,137185500
2019-07-11,15.90666676,15.90666676,16.10000038,15.72000027,15.8760004,112716000
2019-07-12,16.33866692,16.33866692,16.35866737,15.98066711,15.98333263,138007500
2019-07-15,16.89999962,16.89999962,16.96133232,16.3239994,16.53333282,165001500
2019-07-16,16.82533264,16.82533264,16.90200043,16.52866745,16.62000084,122235000
2019-07-17,16.99066734,16.99066734,17.22066689,16.88999939,17.04466629,146470500
2019-07-18,16.90266609,16.90266609,17.04999924,16.79266739,17.00333214,71379000
2019-07-19,17.21199989,17.21199989,17.3306675,16.9746666,17.04599953,105726000
2019-07-22,17.04533386,17.04533386,17.4766674,16.94599915,17.25,102636000
2019-07-23,17.34466743,17.34466743,17.36533356,16.96666718,17.11400032,75346500
2019-07-24,17.65866661,17.65866661,17.73800087,17.21066666,17.27799988,166092000
2019-07-25,15.25466728,15.25466728,15.63333321,15.03666687,15.5666666,336274500
2019-07-26,15.20266724,15.20266724,15.350667,14.8166666,15.12800026,150415500
